test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_025135	XLOC_025135	ZNRF2	chr7:30323878-30431182	hepg2_hr2	hepg2_hr3	OK	6.53678	7.13708	0.126753	0.501384	0.6119	0.999565	no
XLOC_025136	XLOC_025136	MIR550A1	chr7:30323878-30431182	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025137	XLOC_025137	-	chr7:30555079-30557375	hepg2_hr2	hepg2_hr3	NOTEST	0.0832174	0.140008	0.750548	0	1	1	no
XLOC_025138	XLOC_025138	GARS	chr7:30563874-30673715	hepg2_hr2	hepg2_hr3	OK	83.1976	83.2407	0.000747209	0.00374529	0.9966	0.999565	no
XLOC_025139	XLOC_025139	FAM188B,INMT	chr7:30791750-30932138	hepg2_hr2	hepg2_hr3	NOTEST	0.144904	0.133767	-0.115375	0	1	1	no
XLOC_025140	XLOC_025140	AQP1	chr7:30951414-30965131	hepg2_hr2	hepg2_hr3	NOTEST	0.0312093	0.206459	2.72581	0	1	1	no
XLOC_025141	XLOC_025141	GHRHR	chr7:31003635-31019146	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025142	XLOC_025142	ADCYAP1R1	chr7:31092075-31151093	hepg2_hr2	hepg2_hr3	NOTEST	0.0175958	0.0206181	0.228683	0	1	1	no
XLOC_025143	XLOC_025143	CCDC129	chr7:31556977-31693303	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025144	XLOC_025144	C7orf16	chr7:31726630-31748069	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025145	XLOC_025145	AVL9	chr7:32535012-32758780	hepg2_hr2	hepg2_hr3	OK	13.634	14.2415	0.0628956	0.285397	0.77375	0.999565	no
XLOC_025146	XLOC_025146	LOC401321,LOC441208	chr7:32767417-32872762	hepg2_hr2	hepg2_hr3	OK	1.95943	2.00032	0.0297957	0.0768256	0.93925	0.999565	no
XLOC_025147	XLOC_025147	MIR550A2	chr7:32767417-32872762	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025148	XLOC_025148	LOC401321	chr7:32767417-32872762	hepg2_hr2	hepg2_hr3	OK	1.02616	1.29877	0.339884	0.937182	0.3425	0.999565	no
XLOC_025149	XLOC_025149	FKBP9	chr7:32996801-33046543	hepg2_hr2	hepg2_hr3	OK	15.4141	14.0705	-0.131581	-0.647296	0.50725	0.999565	no
XLOC_025150	XLOC_025150	BBS9	chr7:33169013-33645680	hepg2_hr2	hepg2_hr3	OK	2.91784	3.36049	0.203767	0.85225	0.382	0.999565	no
XLOC_025151	XLOC_025151	BMPER	chr7:33944298-34194291	hepg2_hr2	hepg2_hr3	NOTEST	0.0100121	0.0144131	0.525645	0	1	1	no
XLOC_025152	XLOC_025152	NPSR1	chr7:34385264-34917944	hepg2_hr2	hepg2_hr3	NOTEST	0.0323885	0	-inf	0	1	1	no
XLOC_025153	XLOC_025153	AAA1	chr7:34385264-34917944	hepg2_hr2	hepg2_hr3	OK	0.661674	1.04006	0.65248	0.398208	0.69425	0.999565	no
XLOC_025154	XLOC_025154	AAA1	chr7:34385264-34917944	hepg2_hr2	hepg2_hr3	OK	1.40453	1.887	0.426011	0.916901	0.34895	0.999565	no
XLOC_025155	XLOC_025155	-	chr7:35756235-35759246	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025156	XLOC_025156	SEPT7	chr7:35794804-36014243	hepg2_hr2	hepg2_hr3	OK	39.2862	40.1057	0.0297852	0.148243	0.87485	0.999565	no
XLOC_025157	XLOC_025157	EEPD1	chr7:36192800-36341152	hepg2_hr2	hepg2_hr3	OK	3.0778	3.2336	0.0712394	0.270935	0.779	0.999565	no
XLOC_025158	XLOC_025158	ANLN	chr7:36363758-36493400	hepg2_hr2	hepg2_hr3	OK	30.8272	30.7198	-0.00503513	-0.0248312	0.9808	0.999565	no
XLOC_025159	XLOC_025159	AOAH	chr7:36552548-36764154	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025160	XLOC_025160	GPR141	chr7:37779995-37780913	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025161	XLOC_025161	TXNDC3	chr7:37888198-37940002	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025162	XLOC_025162	EPDR1	chr7:37960162-37991542	hepg2_hr2	hepg2_hr3	OK	30.084	28.0713	-0.0998998	-0.49279	0.61295	0.999565	no
XLOC_025163	XLOC_025163	STARD3NL	chr7:38217817-38270281	hepg2_hr2	hepg2_hr3	OK	30.8985	31.0548	0.00727944	0.035354	0.97015	0.999565	no
XLOC_025164	XLOC_025164	POU6F2	chr7:39017608-39506822	hepg2_hr2	hepg2_hr3	NOTEST	0.0289939	0	-inf	0	1	1	no
XLOC_025165	XLOC_025165	C7orf36	chr7:39605807-39651687	hepg2_hr2	hepg2_hr3	OK	11.3591	13.0236	0.197279	0.659917	0.50585	0.999565	no
XLOC_025166	XLOC_025166	RALA	chr7:39663161-39747717	hepg2_hr2	hepg2_hr3	OK	26.0587	26.0271	-0.00175107	-0.00866532	0.994	0.999565	no
XLOC_025167	XLOC_025167	NCRNA00265	chr7:39772916-39835413	hepg2_hr2	hepg2_hr3	OK	0.601147	0.912229	0.601678	1.59042	0.09335	0.999565	no
XLOC_025168	XLOC_025168	CDK13	chr7:39989958-40136733	hepg2_hr2	hepg2_hr3	OK	6.36209	6.24995	-0.0256555	-0.123855	0.90015	0.999565	no
XLOC_025169	XLOC_025169	C7orf10	chr7:40174560-40900366	hepg2_hr2	hepg2_hr3	OK	8.80649	10.5186	0.256304	1.06226	0.28075	0.999565	no
XLOC_025170	XLOC_025170	LOC285954	chr7:41724716-41818976	hepg2_hr2	hepg2_hr3	NOTEST	0.0607162	0.0334557	-0.859829	0	1	1	no
XLOC_025171	XLOC_025171	MRPL32	chr7:42971938-42977453	hepg2_hr2	hepg2_hr3	OK	39.0673	39.46	0.0144284	0.0689393	0.94695	0.999565	no
XLOC_025172	XLOC_025172	HECW1	chr7:43152197-43602938	hepg2_hr2	hepg2_hr3	NOTEST	0	0.00597406	inf	0	1	1	no
XLOC_025173	XLOC_025173	MIR3943	chr7:43152197-43602938	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025174	XLOC_025174	STK17A	chr7:43622685-43769387	hepg2_hr2	hepg2_hr3	OK	13.3234	12.592	-0.0814545	-0.24533	0.7978	0.999565	no
XLOC_025175	XLOC_025175	BLVRA	chr7:43798100-43891752	hepg2_hr2	hepg2_hr3	OK	49.8482	46.3365	-0.105392	-0.511131	0.6017	0.999565	no
XLOC_025176	XLOC_025176	UBE2D4	chr7:43915427-44058748	hepg2_hr2	hepg2_hr3	OK	2.20447	1.9825	-0.153112	-0.306749	0.7539	0.999565	no
XLOC_025177	XLOC_025177	SPDYE1	chr7:43915427-44058748	hepg2_hr2	hepg2_hr3	OK	0.562541	0.725584	0.367185	0.294531	0.78225	0.999565	no
XLOC_025178	XLOC_025178	FLJ35390	chr7:44068485-44082380	hepg2_hr2	hepg2_hr3	NOTEST	0.112706	0.0485837	-1.21402	0	1	1	no
XLOC_025179	XLOC_025179	DBNL	chr7:44083296-44110120	hepg2_hr2	hepg2_hr3	OK	16.2922	17.0642	0.0667894	0.31431	0.74455	0.999565	no
XLOC_025180	XLOC_025180	PGAM2	chr7:44083296-44110120	hepg2_hr2	hepg2_hr3	NOTEST	0.0481385	0.170158	1.82161	0	1	1	no
XLOC_025181	XLOC_025181	AEBP1	chr7:44143959-44154159	hepg2_hr2	hepg2_hr3	NOTEST	0.0643064	0.0942477	0.551494	0	1	1	no
XLOC_025182	XLOC_025182	YKT6	chr7:44240541-44253968	hepg2_hr2	hepg2_hr3	OK	29.3585	29.808	0.0219241	0.110147	0.90915	0.999565	no
XLOC_025183	XLOC_025183	OGDH	chr7:44646120-44748669	hepg2_hr2	hepg2_hr3	OK	16.2454	15.1463	-0.101066	-0.494524	0.6153	0.999565	no
XLOC_025184	XLOC_025184	ZMIZ2	chr7:44788145-44811419	hepg2_hr2	hepg2_hr3	OK	7.48506	7.07954	-0.0803588	-0.357852	0.7145	0.999565	no
XLOC_025185	XLOC_025185	PPIA	chr7:44836240-44842716	hepg2_hr2	hepg2_hr3	OK	421.713	407.848	-0.048233	-0.253074	0.79805	0.999565	no
XLOC_025186	XLOC_025186	CCM2	chr7:45032105-45116069	hepg2_hr2	hepg2_hr3	OK	8.8137	9.51511	0.110472	0.501011	0.60735	0.999565	no
XLOC_025187	XLOC_025187	RAMP3	chr7:45197366-45223850	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025188	XLOC_025188	ADCY1	chr7:45613641-45762714	hepg2_hr2	hepg2_hr3	NOTEST	0.366138	0.255917	-0.516714	0	1	1	no
XLOC_025189	XLOC_025189	SEPT7P2	chr7:45763385-45808695	hepg2_hr2	hepg2_hr3	NOTEST	0.129562	0.143909	0.151505	0	1	1	no
XLOC_025190	XLOC_025190	IGFBP1	chr7:45926322-45933267	hepg2_hr2	hepg2_hr3	OK	52.9183	56.8207	0.10265	0.514248	0.59675	0.999565	no
XLOC_025191	XLOC_025191	-	chr7:47009219-47067081	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025192	XLOC_025192	C7orf65	chr7:47694841-47701246	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025193	XLOC_025193	C7orf69	chr7:47814197-47992066	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025194	XLOC_025194	C7orf57	chr7:48075116-48100894	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025195	XLOC_025195	UPP1	chr7:48128095-48148330	hepg2_hr2	hepg2_hr3	OK	4.10174	3.93185	-0.0610283	-0.220967	0.8145	0.999565	no
XLOC_025196	XLOC_025196	ABCA13	chr7:48211056-48687091	hepg2_hr2	hepg2_hr3	NOTEST	0.0509695	0.0456554	-0.158848	0	1	1	no
XLOC_025197	XLOC_025197	CDC14C	chr7:48964156-48967049	hepg2_hr2	hepg2_hr3	NOTEST	0.0778997	0.0705561	-0.142848	0	1	1	no
XLOC_025198	XLOC_025198	VWC2	chr7:49813256-49952138	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025199	XLOC_025199	C7orf72	chr7:50135681-50199359	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025200	XLOC_025200	IKZF1	chr7:50344377-50472798	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025201	XLOC_025201	LOC100129427	chr7:50526133-50633154	hepg2_hr2	hepg2_hr3	NOTEST	0.0417242	0.0737535	0.821828	0	1	1	no
XLOC_025202	XLOC_025202	POM121L12	chr7:53103348-53104618	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025203	XLOC_025203	VSTM2A	chr7:54610018-54636948	hepg2_hr2	hepg2_hr3	NOTEST	0.030325	0	-inf	0	1	1	no
XLOC_025204	XLOC_025204	EGFR	chr7:55086476-55279376	hepg2_hr2	hepg2_hr3	OK	2.30486	2.94295	0.352585	1.14271	0.22525	0.999565	no
XLOC_025205	XLOC_025205	LANCL2	chr7:55432837-55501835	hepg2_hr2	hepg2_hr3	OK	5.3692	5.28343	-0.0232327	-0.105737	0.91025	0.999565	no
XLOC_025206	XLOC_025206	ZNF713	chr7:55954935-56010199	hepg2_hr2	hepg2_hr3	OK	1.14894	1.01877	-0.173477	-0.472972	0.6296	0.999565	no
XLOC_025207	XLOC_025207	MRPS17	chr7:56019513-56024288	hepg2_hr2	hepg2_hr3	OK	30.673	31.0552	0.0178658	0.0701871	0.9424	0.999565	no
XLOC_025208	XLOC_025208	GBAS	chr7:56032283-56068329	hepg2_hr2	hepg2_hr3	OK	31.4853	31.5056	0.000927932	0.00454433	0.99535	0.999565	no
XLOC_025209	XLOC_025209	CCT6A,SUMF2	chr7:56077904-56148365	hepg2_hr2	hepg2_hr3	OK	161.324	162.468	0.0101871	0.04438	0.96465	0.999565	no
XLOC_025210	XLOC_025210	SNORA15	chr7:56077904-56148365	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025211	XLOC_025211	DKFZp434L192	chr7:56563915-56564977	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025212	XLOC_025212	MIR3147	chr7:57472730-57472796	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025213	XLOC_025213	ZNF716	chr7:57509862-57536220	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0885166	inf	0	1	1	no
XLOC_025214	XLOC_025214	LOC100287704	chr7:62809447-62812152	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025215	XLOC_025215	MIR4283-2	chr7:63081467-63081547	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025216	XLOC_025216	ZNF727	chr7:63505816-63545530	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025217	XLOC_025217	ZNF735	chr7:63667580-63680668	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025218	XLOC_025218	ZNF679	chr7:63688851-63728483	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025219	XLOC_025219	ZNF736	chr7:63773185-63816797	hepg2_hr2	hepg2_hr3	NOTEST	0.00590605	0.0132544	1.1662	0	1	1	no
XLOC_025220	XLOC_025220	LOC649395	chr7:63894070-63895895	hepg2_hr2	hepg2_hr3	NOTEST	0.0262705	0.0295635	0.170372	0	1	1	no
XLOC_025221	XLOC_025221	LOC641746	chr7:64035029-64078965	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025222	XLOC_025222	LOC641746	chr7:64035029-64078965	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025223	XLOC_025223	ZNF107	chr7:64126373-64172143	hepg2_hr2	hepg2_hr3	OK	5.02155	5.25501	0.0655607	0.296833	0.75875	0.999565	no
XLOC_025224	XLOC_025224	ZNF138	chr7:64254767-64303721	hepg2_hr2	hepg2_hr3	OK	2.8793	3.03023	0.0737096	0.250288	0.8028	0.999565	no
XLOC_025225	XLOC_025225	ZNF273	chr7:64363590-64393222	hepg2_hr2	hepg2_hr3	OK	3.95256	3.80524	-0.0548	-0.190076	0.8455	0.999565	no
XLOC_025226	XLOC_025226	-	chr7:64407499-64409773	hepg2_hr2	hepg2_hr3	OK	0.165913	0.5684	1.77648	2.02914	0.08455	0.999565	no
XLOC_025227	XLOC_025227	ZNF117	chr7:64432110-64469384	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0633197	inf	0	1	1	no
XLOC_025228	XLOC_025228	ERV3	chr7:64432110-64469384	hepg2_hr2	hepg2_hr3	OK	3.92333	3.69188	-0.0877204	-0.234213	0.81265	0.999565	no
XLOC_025229	XLOC_025229	CCT6P3	chr7:64498731-64535729	hepg2_hr2	hepg2_hr3	OK	3.44301	3.02838	-0.185128	-0.680296	0.4905	0.999565	no
XLOC_025230	XLOC_025230	-	chr7:64551042-64559641	hepg2_hr2	hepg2_hr3	NOTEST	0.0796887	0.179057	1.16797	0	1	1	no
XLOC_025231	XLOC_025231	INTS4L1	chr7:64601602-64694600	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025232	XLOC_025232	ZNF92	chr7:64838292-64866030	hepg2_hr2	hepg2_hr3	OK	9.8197	8.76131	-0.164533	-0.753592	0.44085	0.999565	no
XLOC_025233	XLOC_025233	-	chr7:64973945-65037799	hepg2_hr2	hepg2_hr3	OK	1.06481	0.845378	-0.332929	-0.575983	0.56295	0.999565	no
XLOC_025234	XLOC_025234	INTS4L2	chr7:65112768-65228662	hepg2_hr2	hepg2_hr3	NOTEST	0.213527	0.22633	0.0840069	0	1	1	no
XLOC_025235	XLOC_025235	CCT6P1,SNORA22	chr7:65112768-65228662	hepg2_hr2	hepg2_hr3	OK	21.5332	4.1764	-2.36623	-0.662759	0.1842	0.999565	no
XLOC_025236	XLOC_025236	-	chr7:65235900-65242277	hepg2_hr2	hepg2_hr3	OK	0.23566	0.715285	1.60181	1.05724	0.25745	0.999565	no
XLOC_025237	XLOC_025237	VKORC1L1	chr7:65338035-65424632	hepg2_hr2	hepg2_hr3	OK	20.1125	18.6989	-0.105135	-0.376285	0.7004	0.999565	no
XLOC_025238	XLOC_025238	ASL	chr7:65540775-65558652	hepg2_hr2	hepg2_hr3	OK	31.7232	29.769	-0.0917276	-0.458942	0.6359	0.999565	no
XLOC_025239	XLOC_025239	CRCP	chr7:65564605-65623982	hepg2_hr2	hepg2_hr3	OK	15.8642	14.608	-0.119018	-0.554017	0.5693	0.999565	no
XLOC_025240	XLOC_025240	TPST1	chr7:65670255-65825673	hepg2_hr2	hepg2_hr3	OK	11.6126	12.4444	0.0997993	0.455433	0.64425	0.999565	no
XLOC_025241	XLOC_025241	KCTD7	chr7:66093799-66114148	hepg2_hr2	hepg2_hr3	OK	4.4183	4.87384	0.14157	0.64505	0.50865	0.999565	no
XLOC_025242	XLOC_025242	RABGEF1	chr7:66118765-66309813	hepg2_hr2	hepg2_hr3	OK	8.20516	9.51016	0.212939	0.710958	0.4412	0.999565	no
XLOC_025243	XLOC_025243	-	chr7:66309971-66314139	hepg2_hr2	hepg2_hr3	NOTEST	0.377332	0.371917	-0.0208535	0	1	1	no
XLOC_025244	XLOC_025244	-	chr7:66323059-66361839	hepg2_hr2	hepg2_hr3	OK	1.18625	1.38174	0.220082	0.488111	0.6002	0.999565	no
XLOC_025245	XLOC_025245	-	chr7:66361995-66371993	hepg2_hr2	hepg2_hr3	OK	1.12783	1.14117	0.0169652	0.0555357	0.9539	0.999565	no
XLOC_025246	XLOC_025246	C7orf42	chr7:66385686-66423538	hepg2_hr2	hepg2_hr3	OK	23.4567	22.2072	-0.0789713	-0.398913	0.6874	0.999565	no
XLOC_025247	XLOC_025247	TYW1	chr7:66461816-66704498	hepg2_hr2	hepg2_hr3	OK	4.64846	4.91466	0.0803387	0.356335	0.71655	0.999565	no
XLOC_025248	XLOC_025248	STAG3L4	chr7:66757422-66796672	hepg2_hr2	hepg2_hr3	OK	6.5209	6.23033	-0.0657643	-0.259666	0.7872	0.999565	no
XLOC_025249	XLOC_025249	-	chr7:66798448-66805313	hepg2_hr2	hepg2_hr3	OK	0.56336	0.50474	-0.158517	-0.292941	0.7642	0.999565	no
XLOC_025250	XLOC_025250	AUTS2	chr7:69063420-70261490	hepg2_hr2	hepg2_hr3	NOTEST	0.0851847	0.295615	1.79505	0	1	1	no
XLOC_025251	XLOC_025251	WBSCR17	chr7:70597788-71178584	hepg2_hr2	hepg2_hr3	NOTEST	0.0623447	0.03658	-0.769212	0	1	1	no
XLOC_025252	XLOC_025252	MIR3914-2	chr7:70597788-71178584	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025253	XLOC_025253	SBDSP1	chr7:72299726-72307978	hepg2_hr2	hepg2_hr3	OK	19.053	17.7857	-0.0993014	-0.458247	0.63355	0.999565	no
XLOC_025254	XLOC_025254	POM121	chr7:72349903-72425607	hepg2_hr2	hepg2_hr3	OK	8.44341	8.12201	-0.0559893	-0.229743	0.8164	0.999565	no
XLOC_025255	XLOC_025255	NSUN5P2	chr7:72349903-72425607	hepg2_hr2	hepg2_hr3	OK	1.67192	1.56395	-0.0963114	-0.192291	0.8428	0.999565	no
XLOC_025256	XLOC_025256	LOC541473	chr7:72440191-72443668	hepg2_hr2	hepg2_hr3	OK	0.367928	0.684168	0.894929	1.24216	0.22065	0.999565	no
XLOC_025257	XLOC_025257	PMS2L2	chr7:72476679-72514966	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025258	XLOC_025258	GTF2IP1,LOC100093631	chr7:72569011-72621336	hepg2_hr2	hepg2_hr3	OK	0.463852	0.362563	-0.355432	-0.771781	0.4231	0.999565	no
XLOC_025259	XLOC_025259	NCF1B	chr7:72634673-72649979	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025260	XLOC_025260	FKBP6	chr7:72742154-72772641	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025261	XLOC_025261	FZD9	chr7:72848108-72850450	hepg2_hr2	hepg2_hr3	OK	0.871594	0.849289	-0.0373997	-0.0967079	0.9102	0.999565	no
XLOC_025262	XLOC_025262	VPS37D	chr7:73079674-73086584	hepg2_hr2	hepg2_hr3	OK	3.30891	2.52978	-0.387346	-1.35536	0.16725	0.999565	no
XLOC_025263	XLOC_025263	WBSCR22	chr7:73095247-73112677	hepg2_hr2	hepg2_hr3	OK	34.3395	30.5513	-0.168635	-0.728686	0.45405	0.999565	no
XLOC_025264	XLOC_025264	STX1A	chr7:73113534-73134049	hepg2_hr2	hepg2_hr3	NOTEST	0.0934376	0.112211	0.264134	0	1	1	no
XLOC_025265	XLOC_025265	MIR4284	chr7:73113534-73134049	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025266	XLOC_025266	WBSCR26	chr7:73149398-73150330	hepg2_hr2	hepg2_hr3	NOTEST	0.28751	0.117814	-1.2871	0	1	1	no
XLOC_025267	XLOC_025267	CLDN4	chr7:73242070-73248362	hepg2_hr2	hepg2_hr3	OK	32.6632	30.4876	-0.0994452	-0.491938	0.61015	0.999565	no
XLOC_025268	XLOC_025268	WBSCR28	chr7:73275165-73280223	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025269	XLOC_025269	ELN	chr7:73442426-73484236	hepg2_hr2	hepg2_hr3	NOTEST	0.0929124	0.197222	1.08588	0	1	1	no
XLOC_025270	XLOC_025270	LIMK1	chr7:73498155-73536854	hepg2_hr2	hepg2_hr3	OK	7.77633	7.1069	-0.129869	-0.61226	0.53955	0.999565	no
XLOC_025271	XLOC_025271	EIF4H	chr7:73588705-73611429	hepg2_hr2	hepg2_hr3	OK	135.8	133.956	-0.0197259	-0.102098	0.917	0.999565	no
XLOC_025272	XLOC_025272	MIR590	chr7:73588705-73611429	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025273	XLOC_025273	LAT2	chr7:73624086-73644524	hepg2_hr2	hepg2_hr3	OK	0.568928	0.732231	0.364052	0.866111	0.3518	0.999565	no
XLOC_025274	XLOC_025274	CLIP2	chr7:73703763-73820459	hepg2_hr2	hepg2_hr3	OK	5.93188	5.42953	-0.127662	-0.620558	0.5233	0.999565	no
XLOC_025275	XLOC_025275	GTF2IRD1	chr7:73868119-74017027	hepg2_hr2	hepg2_hr3	OK	9.12761	8.51002	-0.101074	-0.482895	0.6273	0.999565	no
XLOC_025276	XLOC_025276	GTF2I	chr7:74072029-74175022	hepg2_hr2	hepg2_hr3	OK	12.8303	11.3351	-0.178758	-0.879341	0.3786	0.999565	no
XLOC_025277	XLOC_025277	NCF1	chr7:74188308-74203659	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025278	XLOC_025278	PMS2P5	chr7:74306893-74336166	hepg2_hr2	hepg2_hr3	OK	1.16447	1.2241	0.0720479	0.145834	0.8791	0.999565	no
XLOC_025279	XLOC_025279	GATSL1	chr7:74379082-74438803	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025280	XLOC_025280	GTF2IRD2B	chr7:74508346-74565623	hepg2_hr2	hepg2_hr3	NOTEST	0.0725104	0.0955936	0.398725	0	1	1	no
XLOC_025281	XLOC_025281	SPDYE8P	chr7:74936532-74946587	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025282	XLOC_025282	SPDYE8P	chr7:74964559-74974606	hepg2_hr2	hepg2_hr3	NOTEST	0.0601238	0	-inf	0	1	1	no
XLOC_025283	XLOC_025283	STAG3L1	chr7:74988446-74996990	hepg2_hr2	hepg2_hr3	NOTEST	0.385405	0.397557	0.0447861	0	1	1	no
XLOC_025284	XLOC_025284	TRIM73	chr7:75024727-75035626	hepg2_hr2	hepg2_hr3	OK	6.43666	5.22352	-0.30129	-1.20287	0.2201	0.999565	no
XLOC_025285	XLOC_025285	NSUN5P1	chr7:75043757-75115568	hepg2_hr2	hepg2_hr3	OK	2.05419	1.64703	-0.318707	-0.404326	0.67735	0.999565	no
XLOC_025286	XLOC_025286	SPDYE5	chr7:75124298-75133628	hepg2_hr2	hepg2_hr3	NOTEST	0.346442	0.399113	0.204186	0	1	1	no
XLOC_025287	XLOC_025287	RHBDD2	chr7:75508316-75518244	hepg2_hr2	hepg2_hr3	OK	19.6435	16.8437	-0.22184	-1.06814	0.27865	0.999565	no
XLOC_025288	XLOC_025288	POR	chr7:75544419-75697610	hepg2_hr2	hepg2_hr3	OK	70.2582	70.7101	0.00924991	0.0332711	0.97265	0.999565	no
XLOC_025289	XLOC_025289	SNORA14A	chr7:75544419-75697610	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025290	XLOC_025290	MDH2	chr7:75544419-75697610	hepg2_hr2	hepg2_hr3	OK	118.155	119.125	0.0117903	0.0373624	0.9691	0.999565	no
XLOC_025291	XLOC_025291	SRRM3	chr7:75831215-75916614	hepg2_hr2	hepg2_hr3	NOTEST	0.132425	0.112569	-0.234363	0	1	1	no
XLOC_025292	XLOC_025292	HSPB1	chr7:75922770-75934169	hepg2_hr2	hepg2_hr3	OK	53.8999	48.5981	-0.149383	-0.721294	0.4574	0.999565	no
XLOC_025293	XLOC_025293	ZP3	chr7:76018645-76071388	hepg2_hr2	hepg2_hr3	OK	1.57767	1.38914	-0.183598	-0.202235	0.8363	0.999565	no
XLOC_025294	XLOC_025294	DTX2	chr7:76090971-76136560	hepg2_hr2	hepg2_hr3	OK	2.93695	2.71011	-0.115965	-0.440909	0.652	0.999565	no
XLOC_025295	XLOC_025295	UPK3B	chr7:76137883-76157899	hepg2_hr2	hepg2_hr3	NOTEST	0.205315	0.243884	0.248359	0	1	1	no
XLOC_025296	XLOC_025296	LOC100133091,POMZP3	chr7:76178562-76257299	hepg2_hr2	hepg2_hr3	OK	2.59736	2.71608	0.064481	0.155585	0.87045	0.999565	no
XLOC_025297	XLOC_025297	PMS2P11	chr7:76609999-76653076	hepg2_hr2	hepg2_hr3	OK	0.465281	0.698177	0.585489	0.982136	0.32015	0.999565	no
XLOC_025298	XLOC_025298	LOC100132832	chr7:76668796-76682355	hepg2_hr2	hepg2_hr3	OK	2.33069	2.56969	0.140841	0.489489	0.6289	0.999565	no
XLOC_025299	XLOC_025299	CCDC146	chr7:76751933-76924521	hepg2_hr2	hepg2_hr3	NOTEST	0.410676	0.327007	-0.328678	0	1	1	no
XLOC_025300	XLOC_025300	PION	chr7:76940032-77046139	hepg2_hr2	hepg2_hr3	NOTEST	0.182939	0.297275	0.700436	0	1	1	no
XLOC_025301	XLOC_025301	PTPN12	chr7:77166368-77269767	hepg2_hr2	hepg2_hr3	OK	31.9153	32.606	0.0308905	0.155363	0.87615	0.999565	no
XLOC_025302	XLOC_025302	RSBN1L	chr7:77309582-77412338	hepg2_hr2	hepg2_hr3	OK	7.04266	6.94653	-0.0198296	-0.0782776	0.9389	0.999565	no
