model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,53,71.1,0.79,74.1,0.8265,0.8088,0.7314,0.7649,0.7478,0.935
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,69.1,0.7406,71.8,0.786,0.7511,0.7361,0.6833,0.7087,0.738
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,71.2,0.8032,75.0,0.8376,0.8155,0.7851,0.6912,0.7352,0.83
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,68.7,0.7423,71.7,0.7892,0.7635,0.7417,0.6693,0.7037,0.734
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,61,74.7,0.84,74.3,0.8296,0.8177,0.7213,0.7785,0.7488,0.931
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.0,0.7801,71.2,0.7745,0.7739,0.7361,0.6463,0.6883,0.733
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,76.5,0.8525,77.1,0.8431,0.8451,0.7955,0.7195,0.7556,0.852
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,72.2,0.7799,70.0,0.7682,0.7573,0.7254,0.628,0.6732,0.707
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,78,75.4,0.84,74.7,0.8386,0.8314,0.7143,0.79,0.7502,0.941
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.4,0.783,75.6,0.8026,0.7746,0.7527,0.7339,0.7432,0.755
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,77.5,0.8459,77.7,0.8555,0.8392,0.778,0.7505,0.764,0.844
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,72.8,0.7797,74.7,0.8038,0.7673,0.7446,0.7214,0.7328,0.757
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,76.2,0.86,72.9,0.8229,0.8146,0.7055,0.7593,0.7314,0.923
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.9,0.8003,70.1,0.751,0.7177,0.712,0.6461,0.6775,0.744
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,77.4,0.8576,76.5,0.8366,0.8124,0.777,0.7243,0.7497,0.848
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.9,0.8033,71.4,0.755,0.7221,0.7315,0.6502,0.6885,0.741
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,80,72.4,0.81,74.9,0.8361,0.8211,0.7386,0.7753,0.7565,0.927
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,69.7,0.7381,71.1,0.7686,0.7437,0.7477,0.6421,0.6909,0.735
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.2,0.8132,76.4,0.845,0.8389,0.8027,0.7038,0.75,0.831
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,68.9,0.7354,71.0,0.768,0.7437,0.7483,0.6382,0.6888,0.732
